9 11 1.0
16 460 1.0
21 1060 1.0
29 30 1.0
29 467 1.0
36 1215 1.0
39 51 1.0
68 154 1.0
120 214 1.0
150 263 1.0
159 760 1.0
170 172 1.0
173 284 1.0
180 1079 1.0
184 197 1.0
197 198 1.0
204 307 1.0
226 315 1.0
250 255 1.0
261 279 1.0
267 465 1.0
282 284 1.0
298 300 1.0
307 1224 1.0
314 315 1.0
352 358 1.0
357 423 1.0
420 421 1.0
434 561 1.0
437 438 1.0
463 674 1.0
505 1272 1.0
554 556 1.0
617 659 1.0
671 750 1.0
680 681 1.0
687 689 1.0
720 934 1.0
733 735 1.0
782 789 1.0
794 868 1.0
797 1056 1.0
823 825 1.0
861 1054 1.0
889 1278 1.0
892 893 1.0
909 910 1.0
938 941 1.0
996 998 1.0
1018 1256 1.0
1019 1116 1.0
1028 1029 1.0
1034 1090 1.0
1136 1254 1.0
1198 1202 1.0
1258 1259 1.0
1271 1273 1.0
2 235 2.0
9 741 2.0
13 661 2.0
14 479 2.0
16 736 2.0
27 856 2.0
31 246 2.0
31 386 2.0
48 117 2.0
52 403 2.0
86 442 2.0
91 590 2.0
92 1255 2.0
101 104 2.0
105 166 2.0
132 1287 2.0
141 1185 2.0
143 837 2.0
169 998 2.0
171 256 2.0
174 283 2.0
215 735 2.0
221 320 2.0
249 253 2.0
255 263 2.0
276 1085 2.0
284 853 2.0
291 989 2.0
349 352 2.0
350 580 2.0
358 432 2.0
374 451 2.0
391 648 2.0
392 1154 2.0
405 908 2.0
421 689 2.0
423 432 2.0
423 491 2.0
426 940 2.0
429 823 2.0
435 1220 2.0
459 460 2.0
483 1142 2.0
485 1264 2.0
495 1160 2.0
522 771 2.0
539 544 2.0
580 679 2.0
584 682 2.0
605 733 2.0
631 1051 2.0
640 688 2.0
662 940 2.0
670 902 2.0
673 736 2.0
682 948 2.0
690 1036 2.0
694 1247 2.0
708 1110 2.0
753 760 2.0
802 1249 2.0
807 897 2.0
821 995 2.0
835 898 2.0
839 945 2.0
886 888 2.0
930 1231 2.0
936 937 2.0
948 955 2.0
983 1069 2.0
1006 1028 2.0
1055 1121 2.0
1059 1212 2.0
1060 1063 2.0
1176 1178 2.0
1183 1276 2.0
1218 1288 2.0
1 338 3.0
1 505 3.0
2 1112 3.0
10 179 3.0
12 14 3.0
12 592 3.0
15 1002 3.0
17 353 3.0
21 480 3.0
27 340 3.0
35 589 3.0
38 1022 3.0
44 595 3.0
48 1123 3.0
51 708 3.0
63 903 3.0
69 731 3.0
70 589 3.0
71 1243 3.0
79 896 3.0
94 98 3.0
100 1126 3.0
104 612 3.0
123 1045 3.0
141 1195 3.0
144 309 3.0
162 1235 3.0
175 641 3.0
190 1009 3.0
200 1122 3.0
204 221 3.0
211 281 3.0
215 364 3.0
220 475 3.0
220 1002 3.0
222 223 3.0
233 1127 3.0
234 439 3.0
246 258 3.0
246 1113 3.0
255 357 3.0
261 362 3.0
277 983 3.0
302 307 3.0
302 1220 3.0
310 751 3.0
310 778 3.0
318 459 3.0
322 545 3.0
335 811 3.0
336 774 3.0
347 484 3.0
355 954 3.0
358 482 3.0
366 535 3.0
376 557 3.0
383 644 3.0
388 840 3.0
388 1234 3.0
402 670 3.0
408 1177 3.0
427 453 3.0
429 1219 3.0
442 745 3.0
462 985 3.0
465 645 3.0
476 1099 3.0
480 571 3.0
484 908 3.0
495 496 3.0
496 1162 3.0
501 1192 3.0
510 854 3.0
513 885 3.0
538 676 3.0
538 831 3.0
544 588 3.0
547 1038 3.0
551 753 3.0
562 686 3.0
603 1116 3.0
621 1281 3.0
623 1226 3.0
632 675 3.0
660 724 3.0
700 840 3.0
719 796 3.0
734 951 3.0
755 1278 3.0
773 923 3.0
774 1024 3.0
783 787 3.0
799 802 3.0
814 870 3.0
821 909 3.0
839 841 3.0
852 1247 3.0
854 887 3.0
858 1002 3.0
877 890 3.0
877 1263 3.0
878 946 3.0
878 1007 3.0
899 971 3.0
901 1190 3.0
910 1258 3.0
915 1218 3.0
938 1160 3.0
948 1170 3.0
951 1078 3.0
952 1126 3.0
978 1198 3.0
980 1029 3.0
1006 1176 3.0
0 525 4.0
0 602 4.0
2 759 4.0
8 196 4.0
10 1079 4.0
11 1115 4.0
18 1214 4.0
25 27 4.0
26 566 4.0
28 577 4.0
31 174 4.0
32 1181 4.0
35 601 4.0
36 39 4.0
50 354 4.0
52 405 4.0
53 63 4.0
57 293 4.0
60 113 4.0
64 218 4.0
73 591 4.0
83 1061 4.0
84 1136 4.0
84 1253 4.0
92 160 4.0
94 607 4.0
94 646 4.0
94 649 4.0
96 438 4.0
98 614 4.0
99 1159 4.0
103 461 4.0
105 365 4.0
106 369 4.0
109 1158 4.0
112 368 4.0
112 1221 4.0
113 1091 4.0
116 979 4.0
118 1135 4.0
127 385 4.0
127 1074 4.0
129 602 4.0
140 806 4.0
143 466 4.0
146 762 4.0
146 960 4.0
147 402 4.0
168 173 4.0
168 614 4.0
171 1198 4.0
175 781 4.0
178 644 4.0
199 249 4.0
208 510 4.0
223 453 4.0
226 535 4.0
229 1057 4.0
238 1139 4.0
258 756 4.0
260 808 4.0
261 340 4.0
266 530 4.0
274 521 4.0
275 1099 4.0
277 858 4.0
287 316 4.0
289 344 4.0
304 565 4.0
306 310 4.0
306 523 4.0
316 1032 4.0
319 828 4.0
330 1228 4.0
337 1174 4.0
340 832 4.0
349 676 4.0
376 384 4.0
387 859 4.0
398 1254 4.0
420 619 4.0
420 1027 4.0
428 1181 4.0
434 703 4.0
454 704 4.0
462 1290 4.0
471 1235 4.0
473 847 4.0
473 900 4.0
474 804 4.0
476 1134 4.0
482 999 4.0
495 718 4.0
504 1214 4.0
505 692 4.0
507 1223 4.0
517 595 4.0
529 533 4.0
536 660 4.0
550 1075 4.0
560 815 4.0
561 912 4.0
568 973 4.0
574 580 4.0
576 947 4.0
578 985 4.0
608 877 4.0
610 1030 4.0
626 1049 4.0
631 861 4.0
632 1275 4.0
641 695 4.0
649 987 4.0
659 822 4.0
668 815 4.0
677 696 4.0
677 1288 4.0
684 723 4.0
699 917 4.0
703 900 4.0
715 799 4.0
720 964 4.0
724 1282 4.0
738 838 4.0
747 843 4.0
752 817 4.0
762 1274 4.0
783 1151 4.0
784 1026 4.0
816 971 4.0
816 1183 4.0
821 826 4.0
857 962 4.0
857 1042 4.0
861 962 4.0
865 887 4.0
881 1053 4.0
882 885 4.0
913 1244 4.0
941 980 4.0
943 1218 4.0
959 1182 4.0
967 1036 4.0
996 1036 4.0
999 1188 4.0
999 1265 4.0
1075 1153 4.0
1100 1236 4.0
1160 1172 4.0
1201 1242 4.0
1208 1216 4.0
1213 1222 4.0
2 536 5.0
3 1093 5.0
7 377 5.0
23 1104 5.0
24 511 5.0
25 512 5.0
26 259 5.0
33 401 5.0
34 1009 5.0
37 229 5.0
42 1207 5.0
44 366 5.0
45 233 5.0
52 132 5.0
52 221 5.0
53 439 5.0
62 679 5.0
73 734 5.0
75 554 5.0
78 116 5.0
79 1248 5.0
83 1290 5.0
84 809 5.0
95 739 5.0
96 509 5.0
100 115 5.0
102 1273 5.0
103 964 5.0
106 122 5.0
110 160 5.0
114 961 5.0
121 152 5.0
126 228 5.0
134 944 5.0
149 230 5.0
152 503 5.0
152 1239 5.0
153 563 5.0
153 1059 5.0
157 1269 5.0
158 494 5.0
171 947 5.0
178 441 5.0
188 884 5.0
190 1166 5.0
195 347 5.0
199 637 5.0
199 991 5.0
210 935 5.0
224 913 5.0
238 242 5.0
240 375 5.0
245 1133 5.0
248 410 5.0
251 840 5.0
251 992 5.0
251 1046 5.0
260 1035 5.0
261 706 5.0
268 1062 5.0
286 1236 5.0
287 975 5.0
292 980 5.0
292 1010 5.0
299 758 5.0
300 553 5.0
301 1170 5.0
305 670 5.0
308 532 5.0
308 1174 5.0
309 591 5.0
311 1208 5.0
321 678 5.0
327 1201 5.0
332 699 5.0
335 343 5.0
348 370 5.0
351 372 5.0
359 611 5.0
367 780 5.0
373 1288 5.0
378 601 5.0
379 830 5.0
380 464 5.0
393 499 5.0
398 646 5.0
404 645 5.0
410 829 5.0
426 1250 5.0
447 1087 5.0
458 620 5.0
458 1171 5.0
470 864 5.0
475 567 5.0
476 1178 5.0
483 802 5.0
486 770 5.0
504 639 5.0
519 811 5.0
528 881 5.0
529 935 5.0
549 629 5.0
551 928 5.0
557 1175 5.0
558 781 5.0
559 737 5.0
565 635 5.0
573 985 5.0
585 1240 5.0
592 1084 5.0
607 731 5.0
620 883 5.0
622 874 5.0
622 1041 5.0
623 841 5.0
649 892 5.0
650 834 5.0
653 702 5.0
673 1113 5.0
704 841 5.0
707 1040 5.0
714 931 5.0
718 204 5.0
722 1054 5.0
737 973 5.0
780 1060 5.0
791 803 5.0
802 1265 5.0
831 1042 5.0
862 1031 5.0
867 950 5.0
880 1146 5.0
887 992 5.0
897 1250 5.0
903 1268 5.0
916 1182 5.0
943 981 5.0
963 1088 5.0
997 1005 5.0
998 1086 5.0
999 1117 5.0
1000 1262 5.0
1045 1276 5.0
1047 1061 5.0
1079 1084 5.0
1088 423 5.0
1130 1256 5.0
1141 1255 5.0
1156 1158 5.0
1156 1277 5.0
1169 168 5.0
1173 1179 5.0
1219 1282 5.0
1228 1252 5.0
