99 702 1.0
99 1312 1.0
136 588 1.0
139 385 1.0
375 378 1.0
431 433 1.0
463 505 1.0
501 503 1.0
506 562 1.0
553 664 1.0
566 803 1.0
583 585 1.0
605 685 1.0
677 1254 1.0
782 1463 1.0
1005 1006 1.0
1110 1212 1.0
1229 1230 1.0
1230 1233 1.0
1291 1408 1.0
1321 1323 1.0
1360 1482 1.0
0 3 2.0
7 541 2.0
18 596 2.0
25 712 2.0
70 1213 2.0
79 1430 2.0
104 1353 2.0
114 944 2.0
134 981 2.0
150 553 2.0
153 167 2.0
154 226 2.0
160 1476 2.0
168 325 2.0
169 224 2.0
186 354 2.0
192 1170 2.0
205 964 2.0
233 938 2.0
248 770 2.0
254 740 2.0
282 855 2.0
320 993 2.0
326 1242 2.0
339 550 2.0
341 665 2.0
348 1027 2.0
362 848 2.0
377 464 2.0
403 884 2.0
409 502 2.0
439 440 2.0
446 1058 2.0
451 881 2.0
480 1378 2.0
491 1309 2.0
493 620 2.0
493 812 2.0
501 756 2.0
503 700 2.0
504 571 2.0
530 1093 2.0
544 1027 2.0
549 659 2.0
555 559 2.0
563 824 2.0
576 837 2.0
584 884 2.0
588 798 2.0
606 1277 2.0
609 820 2.0
625 764 2.0
645 716 2.0
675 1017 2.0
684 1231 2.0
690 829 2.0
758 836 2.0
760 841 2.0
778 805 2.0
791 1448 2.0
798 922 2.0
812 986 2.0
817 1010 2.0
822 1041 2.0
825 829 2.0
848 1369 2.0
876 877 2.0
893 900 2.0
946 1172 2.0
948 1090 2.0
980 1103 2.0
1006 1302 2.0
1103 1202 2.0
1155 1162 2.0
1167 1344 2.0
1346 1444 2.0
1376 1465 2.0
1471 1473 2.0
0 1170 3.0
2 123 3.0
7 644 3.0
13 1079 3.0
14 513 3.0
20 166 3.0
26 33 3.0
34 909 3.0
44 754 3.0
63 490 3.0
70 831 3.0
71 949 3.0
76 901 3.0
77 1420 3.0
78 484 3.0
78 996 3.0
89 1418 3.0
105 904 3.0
114 320 3.0
119 1025 3.0
125 1164 3.0
128 184 3.0
133 910 3.0
145 560 3.0
146 693 3.0
146 863 3.0
149 1096 3.0
168 556 3.0
171 1480 3.0
175 1003 3.0
190 1189 3.0
194 1007 3.0
199 791 3.0
201 1475 3.0
207 1047 3.0
228 643 3.0
254 1002 3.0
258 295 3.0
260 315 3.0
262 1443 3.0
264 1062 3.0
282 1214 3.0
290 412 3.0
290 1194 3.0
307 818 3.0
315 463 3.0
315 972 3.0
317 492 3.0
319 1189 3.0
322 676 3.0
326 1320 3.0
327 1162 3.0
336 621 3.0
339 410 3.0
350 543 3.0
358 802 3.0
363 1006 3.0
365 1247 3.0
367 1399 3.0
373 895 3.0
377 887 3.0
377 1283 3.0
377 1340 3.0
381 445 3.0
381 758 3.0
407 590 3.0
408 578 3.0
408 1120 3.0
409 636 3.0
443 1087 3.0
445 639 3.0
450 522 3.0
457 1102 3.0
466 723 3.0
473 690 3.0
473 882 3.0
479 1481 3.0
484 1359 3.0
487 1153 3.0
504 746 3.0
525 535 3.0
528 856 3.0
528 991 3.0
533 1280 3.0
535 653 3.0
548 621 3.0
548 1199 3.0
549 1074 3.0
563 1168 3.0
566 1036 3.0
568 622 3.0
568 811 3.0
578 1121 3.0
589 899 3.0
591 767 3.0
592 949 3.0
600 1049 3.0
612 997 3.0
628 923 3.0
629 1333 3.0
652 1070 3.0
656 1121 3.0
675 1148 3.0
683 1068 3.0
702 1386 3.0
722 743 3.0
723 1429 3.0
726 1278 3.0
756 1064 3.0
764 1390 3.0
766 1299 3.0
773 1279 3.0
784 996 3.0
805 1006 3.0
818 900 3.0
822 991 3.0
824 1042 3.0
826 1059 3.0
853 917 3.0
857 1363 3.0
881 967 3.0
882 1096 3.0
892 973 3.0
896 1081 3.0
896 1335 3.0
906 1363 3.0
921 1016 3.0
929 1432 3.0
935 1301 3.0
940 1469 3.0
945 949 3.0
957 1064 3.0
965 970 3.0
992 1275 3.0
1008 1038 3.0
1012 1231 3.0
1020 1345 3.0
1033 1051 3.0
1076 1320 3.0
1083 1270 3.0
1110 1160 3.0
1144 1465 3.0
1152 1445 3.0
1179 1307 3.0
1180 1271 3.0
1200 1266 3.0
1205 1363 3.0
1208 1313 3.0
1217 1253 3.0
1270 1336 3.0
1381 1477 3.0
2 953 4.0
12 1277 4.0
15 342 4.0
15 1271 4.0
18 733 4.0
18 799 4.0
24 487 4.0
27 784 4.0
34 499 4.0
35 1374 4.0
36 184 4.0
38 409 4.0
42 772 4.0
43 72 4.0
45 404 4.0
45 1111 4.0
52 1369 4.0
54 292 4.0
57 1251 4.0
60 278 4.0
64 362 4.0
71 1149 4.0
80 1173 4.0
81 733 4.0
84 242 4.0
84 1343 4.0
93 570 4.0
94 1062 4.0
105 1108 4.0
106 950 4.0
125 202 4.0
125 309 4.0
125 666 4.0
131 1224 4.0
134 294 4.0
139 639 4.0
142 1040 4.0
145 319 4.0
145 1407 4.0
147 1144 4.0
148 228 4.0
148 883 4.0
171 914 4.0
171 1225 4.0
174 179 4.0
175 1482 4.0
180 928 4.0
181 1341 4.0
191 414 4.0
191 1461 4.0
199 484 4.0
200 248 4.0
203 252 4.0
203 680 4.0
207 380 4.0
216 836 4.0
231 1368 4.0
236 529 4.0
239 889 4.0
245 1338 4.0
246 1095 4.0
249 603 4.0
254 1270 4.0
256 1313 4.0
271 862 4.0
274 1151 4.0
280 1241 4.0
293 594 4.0
305 821 4.0
306 881 4.0
307 700 4.0
316 1094 4.0
317 322 4.0
318 556 4.0
322 661 4.0
326 1082 4.0
326 1439 4.0
339 945 4.0
343 1391 4.0
346 1356 4.0
347 1122 4.0
348 1390 4.0
366 1395 4.0
369 609 4.0
369 845 4.0
369 1348 4.0
383 515 4.0
